link,image,author,title,annotation
https://www.biblio-globus.ru/product/10976976,https://static1.bgshop.ru/imagehandler.ashx?filename=10976976.jpg&width=550,Вулф В.,На маяк,"«На маяк» – книга категорически необычная. Два дня, разделенные десятилетним промежутком времени. Изображенные идеи, настроения и духовный опыт. Память, с помощью которой постепенно и незаметно в этот тонкий и изящный роман входит большая жизнь. Таково самое знаменитое произведение Вирджинии Вулф. На его страницах большая семьи Рэмзи, проводя лето на острове Скай, мечтает отправиться к маяку, который виден с их берега. Ежедневно миссис Рэмзи сообщает, что отец отвезет их туда на следующий день. Однако поездка все откладывается и откладывается. Описав эту историю, Вулф сумела нарисовать причудливый объемный рисунок человеческих взаимоотношений и рассказать, как и что думают женщины и мужчины, пока их никто не слышит. «На маяк» – книга категорически необычная. Два дня, разделенные десятилетним промежутком времени. Изображенные идеи, настроения и духовный опыт. Память, с помощью которой постепенно и незаметно в этот тонкий и изящный роман входит большая жизнь. Таково самое знаменитое произведение Вирджинии Вулф. На его страницах большая семьи Рэмзи, проводя лето на острове Скай, мечтает отправиться к маяку, который виден с их берега. Ежедневно миссис Рэмзи сообщает, что отец отвезет их туда на следующий день. Однако поездка все откладывается и откладывается. Описав эту историю, Вулф сумела нарисовать причудливый объемный рисунок человеческих взаимоотношений и рассказать, как и что думают женщины и мужчины, пока их никто не слышит. Характеристики Место издания: Москва Серия: Магистраль. Главный тренд Высота, см.: 20,2 Ширина, см: 12,7 Толщина, см: 1,35 Вес в граммах: 208 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10979728,https://static1.bgshop.ru/imagehandler.ashx?filename=10979728.jpg&width=550,Ремарк Э.М.,Три товарища. Возлюби ближнего своего,"""Три товарища"" — самый красивый в двадцатом столетии роман о любви... Самый увлекательный в двадцатом столетии роман о дружбе... Самый трагический и пронзительный роман о человеческих отношениях за всю историю двадцатого столетия. ""Возлюби ближнего своего"" — роман о немецких эмигрантах, вынужденных скитаться по предвоенной Европе. Они скрываются, голодают, тайком пересекают границы, многие из их родных и близких в концлагерях. Потеряв родину и привычный уклад жизни, подвергаясь смертельной опасности, герои Ремарка все же находят в себе силы для сострадания и любви. Впервые роман был издан лишь в 1941 году, сразу после его экранизации. ""Три товарища"" — самый красивый в двадцатом столетии роман о любви... Самый увлекательный в двадцатом столетии роман о дружбе... Самый трагический и пронзительный роман о человеческих отношениях за всю историю двадцатого столетия. ""Возлюби ближнего своего"" — роман о немецких эмигрантах, вынужденных скитаться по предвоенной Европе. Они скрываются, голодают, тайком пересекают границы, многие из их родных и близких в концлагерях. Потеряв родину и привычный уклад жизни, подвергаясь смертельной опасности, герои Ремарка все же находят в себе силы для сострадания и любви. Впервые роман был издан лишь в 1941 году, сразу после его экранизации. Характеристики Место издания: Москва Серия: Neoclassic лучшее Высота, см.: 21,9 Ширина, см: 14,5 Толщина, см: 3,9 Вес в граммах: 890 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10979923,https://static1.bgshop.ru/imagehandler.ashx?filename=10979923.jpg&width=550,Льюис М.Г.,Монах,"«Эпатажный», «провокативный», «сенсационный» — такими эпитетами уже два столетия сопровождаются отзывы критиков о романе английского писателя Мэтью Грегори Льюиса «Монах», который по выходе в свет весной 1796 года в одночасье стал бестселлером и причиной громкого общественного скандала. История испанского монаха-капуцина Амбросио — нового Фауста, жертвы дьявольских козней и губителя чужих жизней — принесла двадцатилетнему автору противоречивую славу имморалиста, безбожника и одновременно создателя готического романа-трагедии, предвосхитившего сюжетные коллизии романтической литературы. Оказавший прямое влияние на многих авторов девятнадцатого века, «Монах» был впоследствии высоко оценен также и мэтрами искусства века двадцатого: Андре Бретон посвятил этой книге восторженные строки в «Манифесте сюрреализма», Антонен Арто сделал ее вольное переложение на французский язык, а знаменитый испанский режиссер Луис Бунюэль написал сценарий для ее первой кинематографической версии (1972). В настоящее издание, помимо текста романа, вошел развернутый историко-литературный комментарий. «Эпатажный», «провокативный», «сенсационный» — такими эпитетами уже два столетия сопровождаются отзывы критиков о романе английского писателя Мэтью Грегори Льюиса «Монах», который по выходе в свет весной 1796 года в одночасье стал бестселлером и причиной громкого общественного скандала. История испанского монаха-капуцина Амбросио — нового Фауста, жертвы дьявольских козней и губителя чужих жизней — принесла двадцатилетнему автору противоречивую славу имморалиста, безбожника и одновременно создателя готического романа-трагедии, предвосхитившего сюжетные коллизии романтической литературы. Оказавший прямое влияние на многих авторов девятнадцатого века, «Монах» был впоследствии высоко оценен также и мэтрами искусства века двадцатого: Андре Бретон посвятил этой книге восторженные строки в «Манифесте сюрреализма», Антонен Арто сделал ее вольное переложение на французский язык, а знаменитый испанский режиссер Луис Бунюэль написал сценарий для ее первой кинематографической версии (1972). В настоящее издание, помимо текста романа, вошел развернутый историко-литературный комментарий. Характеристики Дополнительные сведения: Пер. Гурова Место издания: Санкт-Петербург Серия: Азбука-классика (pocket-book) Высота, см.: 18 Ширина, см: 12 Толщина, см: 2 Вес в граммах: 220 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10982263,https://static1.bgshop.ru/imagehandler.ashx?filename=10982263.jpg&width=550,Ремарк Э.М.,Триумфальная арка. Ночь в Лиссабоне,"«Триумфальная арка» – пронзительная история любви всему наперекор, любви, приносящей боль, но и дарующей бесконечную радость. Место действия – Париж накануне Второй мировой войны. Герой – беженец из Германии, без документов, скрывающийся и от французов, и от нацистов, хирург, спасающий человеческие жизни. Героиня – итальянская актриса, окруженная поклонниками, вспыльчивая, как все артисты, прекрасная и неотразимая. И время, когда влюбленным довелось встретиться, и город, пронизанный ощущением надвигающейся катастрофы, становятся героями этого романа. «Триумфальная арка» была дважды экранизирована и по-прежнему покоряет читателей всего мира. «Ночь в Лиссабоне» — трагический, проникновенный роман Эриха Марии Ремарка о Второй мировой войне. Это не только одна ночь в Лиссабоне, в которую и уместился весь этот рассказ. Это не просто случайная встреча двух отчаявшихся людей, один из которых тщетно пытается найти два билета на пароход до Америки, а другой — ищет собеседника, чтобы излить ему душу. Это настоящая исповедь отважного, смелого человека, на долю которого выпали немыслимые по тяжести испытания. Это история целого поколения людей, столкнувшихся с войной, попавших в тиски фашизма. Это еще и история любви, перед которой отступает даже смерть. «Триумфальная арка» – пронзительная история любви всему наперекор, любви, приносящей боль, но и дарующей бесконечную радость. Место действия – Париж накануне Второй мировой войны. Герой – беженец из Германии, без документов, скрывающийся и от французов, и от нацистов, хирург, спасающий человеческие жизни. Героиня – итальянская актриса, окруженная поклонниками, вспыльчивая, как все артисты, прекрасная и неотразимая. И время, когда влюбленным довелось встретиться, и город, пронизанный ощущением надвигающейся катастрофы, становятся героями этого романа. «Триумфальная арка» была дважды экранизирована и по-прежнему покоряет читателей всего мира. «Ночь в Лиссабоне» — трагический, проникновенный роман Эриха Марии Ремарка о Второй мировой войне. Это не только одна ночь в Лиссабоне, в которую и уместился весь этот рассказ. Это не просто случайная встреча двух отчаявшихся людей, один из которых тщетно пытается найти два билета на пароход до Америки, а другой — ищет собеседника, чтобы излить ему душу. Это настоящая исповедь отважного, смелого человека, на долю которого выпали немыслимые по тяжести испытания. Это история целого поколения людей, столкнувшихся с войной, попавших в тиски фашизма. Это еще и история любви, перед которой отступает даже смерть. Характеристики Место издания: Москва Серия: Neoclassic лучшее Высота, см.: 22 Ширина, см: 15 Толщина, см: 3,6 Вес в граммах: 830 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10984366,https://static1.bgshop.ru/imagehandler.ashx?filename=10984366.jpg&width=550,Гарсиа Маркес Г.,Сто лет одиночества,"Одна из величайших книг ХХ века. Странная, поэтичная, причудливая история города Макондо, затерянного где-то в джунглях, – от сотворения до упадка. История рода Буэндиа – семьи, в которой чудеса столь повседневны, что на них даже не обращают внимания. Клан Буэндиа порождает святых и грешников, революционеров, героев и предателей, лихих авантюристов – и женщин, слишком прекрасных для обычной жизни. В нем кипят необычайные страсти – и происходят невероятные события. Однако эти невероятные события снова и снова становятся своеобразным «волшебным зеркалом», сквозь которое читателю является подлинная история Латинской Америки… Одна из величайших книг ХХ века. Странная, поэтичная, причудливая история города Макондо, затерянного где-то в джунглях, – от сотворения до упадка. История рода Буэндиа – семьи, в которой чудеса столь повседневны, что на них даже не обращают внимания. Клан Буэндиа порождает святых и грешников, революционеров, героев и предателей, лихих авантюристов – и женщин, слишком прекрасных для обычной жизни. В нем кипят необычайные страсти – и происходят невероятные события. Однако эти невероятные события снова и снова становятся своеобразным «волшебным зеркалом», сквозь которое читателю является подлинная история Латинской Америки… Характеристики Место издания: Москва Серия: Neoclassic проза Высота, см.: 20,8 Ширина, см: 13,3 Толщина, см: 2,8 Вес в граммах: 440 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10987686,https://static1.bgshop.ru/imagehandler.ashx?filename=10987686.jpg&width=550,Набоков В.В.,Трагедия господина Морна,"«Трагедия господина Морна» (1924), самое крупное и значительное произведение Владимира Набокова до середины 1920?х годов, при жизни автора не публиковалась. Впервые, спустя сто лет после ее создания, она выходит отдельным изданием. Острый сюжет «Трагедии», смещающиеся уровни реальности и иллюзии, фантастичность и красочность, по мнению Б. Бойда, предвосхитили стиль зрелого Набокова, особенно таких его загадочных романов, как «Solus Rex» и «Бледный огонь». На классический сюжет с любовным треугольником, изменой, бегством и местью налагается по?набоковски тонко очерченный иной план реальности, в котором лишь волшебство творчества способно преобразить страшную явь мятежной северной столицы блистательного, но обреченного королевства. Издание снабжено комментариями и Приложением, в котором публикуются прозаическое изложение «Трагедии», рабочие записи, ранние варианты и новые архивные материалы. «Трагедия господина Морна» (1924), самое крупное и значительное произведение Владимира Набокова до середины 1920?х годов, при жизни автора не публиковалась. Впервые, спустя сто лет после ее создания, она выходит отдельным изданием. Острый сюжет «Трагедии», смещающиеся уровни реальности и иллюзии, фантастичность и красочность, по мнению Б. Бойда, предвосхитили стиль зрелого Набокова, особенно таких его загадочных романов, как «Solus Rex» и «Бледный огонь». На классический сюжет с любовным треугольником, изменой, бегством и местью налагается по?набоковски тонко очерченный иной план реальности, в котором лишь волшебство творчества способно преобразить страшную явь мятежной северной столицы блистательного, но обреченного королевства. Издание снабжено комментариями и Приложением, в котором публикуются прозаическое изложение «Трагедии», рабочие записи, ранние варианты и новые архивные материалы. Характеристики Место издания: Москва Серия: Набоковский корпус Высота, см.: 20,8 Ширина, см: 13,4 Толщина, см: 2,583 Вес в граммах: 337 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/10988733,https://static1.bgshop.ru/imagehandler.ashx?filename=10988733.jpg&width=550,Золя Э.,Его превосходительство Эжен Ругон,"Эмиль Золя — классик французской литературы, писатель и драматург, основатель и теоретик «натурализма» во Франции, одного из самых влиятельных направлений в литературе второй половины XIX века. Главный труд Золя — эпохальный двадцатитомный цикл «Ругон-Маккары», распахивающий перед читателем впечатляющую панораму человеческих судеб времен Второй империи. Это энциклопедия жизни Парижа и французской провинции на материале нескольких поколений одной семьи — головокружительная в своей детальности и масштабности эпопея, где есть все: алчность и бескорыстие, любовь к ближнему и звериная страсть, возвышенные устремления и повседневная рутина, взлеты и падения сильных и слабых мира сего. «Его превосходительство Эжен Ругон» (1876) является вторым томом цикла, если следовать внутренней хронологии и рекомендованному порядку чтения, который дал сам автор в завершающем романе своего грандиозного труда. Эмиль Золя — классик французской литературы, писатель и драматург, основатель и теоретик «натурализма» во Франции, одного из самых влиятельных направлений в литературе второй половины XIX века. Главный труд Золя — эпохальный двадцатитомный цикл «Ругон-Маккары», распахивающий перед читателем впечатляющую панораму человеческих судеб времен Второй империи. Это энциклопедия жизни Парижа и французской провинции на материале нескольких поколений одной семьи — головокружительная в своей детальности и масштабности эпопея, где есть все: алчность и бескорыстие, любовь к ближнему и звериная страсть, возвышенные устремления и повседневная рутина, взлеты и падения сильных и слабых мира сего. «Его превосходительство Эжен Ругон» (1876) является вторым томом цикла, если следовать внутренней хронологии и рекомендованному порядку чтения, который дал сам автор в завершающем романе своего грандиозного труда. Характеристики Место издания: Санкт-Петербург Серия: Азбука-классика (pocket-book) Высота, см.: 18 Ширина, см: 12 Толщина, см: 2 Вес в граммах: 222 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10992969,https://static1.bgshop.ru/imagehandler.ashx?filename=10992969.jpg&width=550,Достоевский Ф.М.,Преступление и наказание (с иллюстрациями П.В. Высоцкого),"На первый взгляд «Преступление и наказание» — роман о двойном убийстве, совершенном бедным студентом из-за денег. Трудно найти фабулу проще, однако интеллектуальное и душевное потрясение, которое производит этот текст, — неизгладимо. Достоевский вместил в повествование все злободневные темы своего времени - нищету, алкоголизм, бездуховность, опасные нигилистические идеи, распространяемые среди молодежи и даже проституцию. Оттачивая в процессе написания свое мастерство создания многогранных персонажей, автор одновременно подсветил сложные вопросы морали на века вперед: имеет ли человек право преступить любой нравственный закон, чтобы потом стать спасителем униженных и утешителем слабых; может ли он сперва возлюбить себя, а только потом, став сильным, возлюбить ближнего своего? На первый взгляд «Преступление и наказание» — роман о двойном убийстве, совершенном бедным студентом из-за денег. Трудно найти фабулу проще, однако интеллектуальное и душевное потрясение, которое производит этот текст, — неизгладимо. Достоевский вместил в повествование все злободневные темы своего времени - нищету, алкоголизм, бездуховность, опасные нигилистические идеи, распространяемые среди молодежи и даже проституцию. Оттачивая в процессе написания свое мастерство создания многогранных персонажей, автор одновременно подсветил сложные вопросы морали на века вперед: имеет ли человек право преступить любой нравственный закон, чтобы потом стать спасителем униженных и утешителем слабых; может ли он сперва возлюбить себя, а только потом, став сильным, возлюбить ближнего своего? Характеристики Место издания: Москва Серия: Библиотека всемирной литературы Высота, см.: 20,8 Ширина, см: 13,7 Толщина, см: 3,375 Вес в граммах: 672 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10993850,https://static1.bgshop.ru/imagehandler.ashx?filename=10993850.jpg&width=550,Гашек Я.,Похождения бравого солдата Швейка,"Ярослав Гашек (1883–1923) — писатель огромного таланта, беспокойного нрава, непростой судьбы, озорник и авантюрист. Написанные им «Похождения бравого солдата Швейка» — самое популярное произведение чешской литературы, переведенное едва ли не на все языки мира. Великий, оригинальный и хулиганский роман. Книга, которую можно воспринимать и как «солдатскую байку», и как классическое произведение, непосредственно связанное с традициями Возрождения. Это текст, над которым смеешься до слез, это мощный призыв «сложить оружие», и к тому же — одно из самых объективных исторических свидетельств в сатирической литературе. Недаром нацисты внесли «Похождения бравого солдата Швейка» в список книг, подлежащих сожжению. В данном издании собраны воедино все произведения Гашека, главным героем которых является бравый солдат Швейк: знаменитый неоконченный роман, повесть и цикл рассказов. Ярослав Гашек (1883–1923) — писатель огромного таланта, беспокойного нрава, непростой судьбы, озорник и авантюрист. Написанные им «Похождения бравого солдата Швейка» — самое популярное произведение чешской литературы, переведенное едва ли не на все языки мира. Великий, оригинальный и хулиганский роман. Книга, которую можно воспринимать и как «солдатскую байку», и как классическое произведение, непосредственно связанное с традициями Возрождения. Это текст, над которым смеешься до слез, это мощный призыв «сложить оружие», и к тому же — одно из самых объективных исторических свидетельств в сатирической литературе. Недаром нацисты внесли «Похождения бравого солдата Швейка» в список книг, подлежащих сожжению. В данном издании собраны воедино все произведения Гашека, главным героем которых является бравый солдат Швейк: знаменитый неоконченный роман, повесть и цикл рассказов. Характеристики Дополнительные сведения: Пер. Богатырев Место издания: Москва Серия: Иностранная литература. Большие книги Высота, см.: 22 Ширина, см: 15 Толщина, см: 3,8 Вес в граммах: 868 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10930738,https://static1.bgshop.ru/imagehandler.ashx?filename=10930738.jpg&width=550,Вулф В.,Миссис Дэллоуэй,"Кларисса Дэллоуэй, светская дама пятидесяти с небольшим лет, готовится к приёму, который организует у себя дома. Утром она выходит из дома за цветами, она их очень любит, надо обязательно украсить ими дом к вечеру. Гуляя по Лондону, она вспоминает свою юность, первую любовь. В другом районе Лондона Септимус Уоррен Смит, ветеран Первой мировой войны, страдающий от контузии, идёт со своей женой Лукрецией на приём к психиатру. День Смита переплетается с днём Клариссы и её друзей, их жизни сходятся воедино, когда вечеринка достигает своего апогея. Узнав о трагедии со Смитом, Кларисса переосмысливает свою жизнь и отношение к смерти. Мастерский роман Вирджинии Вульф, в котором в котором прошлое, настоящее и будущее сливаются в один знаменательный день в июне 1923 года. Кларисса Дэллоуэй, светская дама пятидесяти с небольшим лет, готовится к приёму, который организует у себя дома. Утром она выходит из дома за цветами, она их очень любит, надо обязательно украсить ими дом к вечеру. Гуляя по Лондону, она вспоминает свою юность, первую любовь. В другом районе Лондона Септимус Уоррен Смит, ветеран Первой мировой войны, страдающий от контузии, идёт со своей женой Лукрецией на приём к психиатру. День Смита переплетается с днём Клариссы и её друзей, их жизни сходятся воедино, когда вечеринка достигает своего апогея. Узнав о трагедии со Смитом, Кларисса переосмысливает свою жизнь и отношение к смерти. Мастерский роман Вирджинии Вульф, в котором в котором прошлое, настоящее и будущее сливаются в один знаменательный день в июне 1923 года. Характеристики Место издания: Москва Серия: Магистраль. Главный тренд Высота, см.: 20 Ширина, см: 12,5 Толщина, см: 1,5 Вес в граммах: 200 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10943216,https://static1.bgshop.ru/imagehandler.ashx?filename=10943216.jpg&width=550,Паустовский К.Г.,Созвездие Гончих Псов,"Почти без связи с окружающим миром, высоко в горах в уединенной обсерватории живет международная команда астрономов — и далеко не сразу обнаруживает, что в страну, давшую им приют, пришел кошмар гражданской войны... Общая история связывает судьбы представителей трех поколений мужчин и женщин — декабриста и дочери смотрителя старого маяка, молодого морского офицера Российской империи и пожилой супружеской четы, художника и очаровательной финской девушки… В поисках исчезнувшего дневника молчаливый журналист, энергичный капитан и сильный духом писатель путешествуют по Кавказу и Черному морю и попадают в запутанную и увлекательную приключенческую историю... «Созвездие Гончих Псов», «Северная повесть» и «Блистающие облака» — три повести Паустовского, очень разных стилистически, но в равной степени отмеченных поразительным чувством слова и яркой образностью одного из талантливейших русских писателей ХХ века. Почти без связи с окружающим миром, высоко в горах в уединенной обсерватории живет международная команда астрономов — и далеко не сразу обнаруживает, что в страну, давшую им приют, пришел кошмар гражданской войны... Общая история связывает судьбы представителей трех поколений мужчин и женщин — декабриста и дочери смотрителя старого маяка, молодого морского офицера Российской империи и пожилой супружеской четы, художника и очаровательной финской девушки… В поисках исчезнувшего дневника молчаливый журналист, энергичный капитан и сильный духом писатель путешествуют по Кавказу и Черному морю и попадают в запутанную и увлекательную приключенческую историю... «Созвездие Гончих Псов», «Северная повесть» и «Блистающие облака» — три повести Паустовского, очень разных стилистически, но в равной степени отмеченных поразительным чувством слова и яркой образностью одного из талантливейших русских писателей ХХ века. Характеристики Место издания: Москва Серия: Эксклюзив: Русская классика Высота, см.: 18,1 Ширина, см: 11,5 Толщина, см: 3,28 Вес в граммах: 284 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10943220,https://static1.bgshop.ru/imagehandler.ashx?filename=10943220.jpg&width=550,Дюма А.,Черный тюльпан,"«Черный тюльпан» – один из самых необычных романов великого Дюма. События романа происходят не в родной для писателя Франции, а в Голландии эпохи легендарной «тюльпановой лихорадки» XVII века. На тюльпанах наживаются огромные состояния, – и те же тюльпаны разоряют богатейших людей страны. Тюльпанами торгуют все: аристократы и простолюдины, купцы и политики. За тюльпаны продаются честь, совесть и даже женская любовь. Но однажды цветоводу Корнелиусу ван Берле удается найти способ выращивания цветка редчайшей окраски и невероятной красоты. Это сокровище может навеки обогатить его - или стоить ему жизни… «Черный тюльпан» – один из самых необычных романов великого Дюма. События романа происходят не в родной для писателя Франции, а в Голландии эпохи легендарной «тюльпановой лихорадки» XVII века. На тюльпанах наживаются огромные состояния, – и те же тюльпаны разоряют богатейших людей страны. Тюльпанами торгуют все: аристократы и простолюдины, купцы и политики. За тюльпаны продаются честь, совесть и даже женская любовь. Но однажды цветоводу Корнелиусу ван Берле удается найти способ выращивания цветка редчайшей окраски и невероятной красоты. Это сокровище может навеки обогатить его - или стоить ему жизни… Характеристики Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18 Ширина, см: 11,3 Толщина, см: 2,35 Вес в граммах: 200 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/10943422,https://static1.bgshop.ru/imagehandler.ashx?filename=10943422.jpg&width=550,Толстой Л.Н. Л.Н.,Анна Каренина,"""Анна Каренина"", один из самых знаменитых романов Льва Толстого, начинается ставшей афоризмом фразой :""Все счастливые семьи похожи друг на друга, каждая несчастливая семья несчастлива по-своему"". Это книга о вечных ценностях: о любви, о вере, о семье, о человеческом достоинстве. ""Анна Каренина"", один из самых знаменитых романов Льва Толстого, начинается ставшей афоризмом фразой :""Все счастливые семьи похожи друг на друга, каждая несчастливая семья несчастлива по-своему"". Это книга о вечных ценностях: о любви, о вере, о семье, о человеческом достоинстве. Характеристики Место издания: Москва Серия: Магистраль. Главный тренд Высота, см.: 20 Ширина, см: 12,5 Толщина, см: 3,65 Вес в граммах: 643 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10947361,https://static1.bgshop.ru/imagehandler.ashx?filename=10947361.jpg&width=550,Гомер,Илиада (замена картинки),"«Илиада». Поэма, написанная тысячелетия назад. Поэма, которую будут читать и перечитывать столько, сколько просуществует человечество, ведь речь в ней идет о событиях и чувствах, которые не утратят актуальности никогда. Циничная, захватническая война людей, пришедших с огнем и мечом на чужую землю, – и священная война тех, кто защищает от захватчиков свой дом и близких. Любовь женщины, прекрасно понимающей, что отдала свое сердце ничтожеству и трусу. Неистовая, безнадежная и горькая страсть воина, утратившего самое дорогое в жизни и живущего лишь ради мести за свою утрату. Порок и добродетель, жадность и благородство, хитрость и глупость – кажется, «Илиада» вобрала в себя все многообразие человеческих натур и характеров. «Илиада». Поэма, написанная тысячелетия назад. Поэма, которую будут читать и перечитывать столько, сколько просуществует человечество, ведь речь в ней идет о событиях и чувствах, которые не утратят актуальности никогда. Циничная, захватническая война людей, пришедших с огнем и мечом на чужую землю, – и священная война тех, кто защищает от захватчиков свой дом и близких. Любовь женщины, прекрасно понимающей, что отдала свое сердце ничтожеству и трусу. Неистовая, безнадежная и горькая страсть воина, утратившего самое дорогое в жизни и живущего лишь ради мести за свою утрату. Порок и добродетель, жадность и благородство, хитрость и глупость – кажется, «Илиада» вобрала в себя все многообразие человеческих натур и характеров. Характеристики Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18,5 Ширина, см: 11,5 Толщина, см: 2,46 Вес в граммах: 296 Возрастная категория: 12+"
